"","Rank","Title","Runtime","Genre","Rating","Metascore","Votes","Director","Actor","Gross"
"805",5,"Sleepless in Seattle","105 min","Comedy, Drama, Romance",6.8,72,166581,"Nora Ephron","Tom Hanks","$126.53M"
"806",6,"Indecent Proposal","117 min","Drama, Romance",6,35,67323,"Adrian Lyne","Robert Redford","$106.61M"
"807",7,"In the Line of Fire","128 min","Action, Crime, Drama",7.2,74,97705,"Wolfgang Petersen","Clint Eastwood","$102.31M"
"808",8,"The Pelican Brief","141 min","Crime, Drama, Mystery",6.6,50,81914,"Alan J. Pakula","Julia Roberts","$100.77M"
"809",9,"Schindler's List","195 min","Biography, Drama, History",8.9,94,1264476,"Steven Spielberg","Liam Neeson","$96.90M"
"810",10,"Cliffhanger","113 min","Action, Adventure, Thriller",6.4,60,124155,"Renny Harlin","Sylvester Stallone","$84.05M"
"811",11,"Free Willy","112 min","Adventure, Drama, Family",6,79,72177,"Simon Wincer","Jason James Richter","$77.70M"
"812",12,"Philadelphia","125 min","Drama",7.7,66,231740,"Jonathan Demme","Tom Hanks","$77.32M"
"813",13,"The Nightmare Before Christmas","76 min","Animation, Family, Fantasy",8,82,309309,"Henry Selick","Danny Elfman","$75.08M"
"814",14,"Groundhog Day","101 min","Comedy, Fantasy, Romance",8,72,595155,"Harold Ramis","Bill Murray","$70.91M"
"815",15,"Grumpy Old Men","103 min","Comedy, Drama, Romance",7,53,45444,"Donald Petrie","Jack Lemmon","$70.17M"
"816",16,"Cool Runnings","98 min","Adventure, Comedy, Family",7,60,97618,"Jon Turteltaub","John Candy","$68.86M"
"817",17,"Dave","110 min","Comedy, Romance",6.8,76,51392,"Ivan Reitman","Kevin Kline","$63.27M"
"818",18,"Rising Sun","129 min","Action, Crime, Drama",6.3,56,44066,"Philip Kaufman","Sean Connery","$63.10M"
"819",19,"Demolition Man","115 min","Action, Sci-Fi, Thriller",6.7,34,165684,"Marco Brambilla","Sylvester Stallone","$58.06M"
"820",20,"Sister Act 2: Back in the Habit","107 min","Comedy, Family, Music",5.6,38,51354,"Bill Duke","Whoopi Goldberg","$57.32M"
"821",21,"Tombstone","130 min","Action, Biography, Drama",7.8,50,135481,"George P. Cosmatos","Kurt Russell","$56.51M"
"822",22,"The Three Musketeers","105 min","Action, Adventure, Comedy",6.4,43,52681,"Stephen Herek","Charlie Sheen","$53.90M"
"823",23,"Rookie of the Year","103 min","Comedy, Family, Fantasy",6.1,53,26731,"Daniel Stern","Thomas Ian Nicholas","$53.58M"
"824",24,"Beethoven's 2nd","89 min","Comedy, Family, Romance",4.9,NA,27063,"Rod Daniel","Charles Grodin","$53.35M"
"825",25,"Dennis the Menace","94 min","Comedy, Family",5.6,49,59083,"Nick Castle","Walter Matthau","$51.27M"
"826",26,"Sommersby","114 min","Drama, Mystery, Romance",6.2,NA,21280,"Jon Amiel","Richard Gere","$50.08M"
"827",27,"Last Action Hero","130 min","Action, Adventure, Comedy",6.4,44,143897,"John McTiernan","Arnold Schwarzenegger","$50.02M"
"828",28,"Addams Family Values","94 min","Comedy, Fantasy",6.8,62,85164,"Barry Sonnenfeld","Anjelica Huston","$48.92M"
"829",29,"Wayne's World 2","95 min","Comedy, Music",6.2,60,79744,"Stephen Surjik","Mike Myers","$48.20M"
"830",30,"Malice","107 min","Crime, Mystery, Thriller",6.4,52,24279,"Harold Becker","Alec Baldwin","$46.04M"
"831",31,"Made in America","111 min","Comedy",5.1,NA,16284,"Richard Benjamin","Whoopi Goldberg","$44.94M"
"832",32,"The Good Son","87 min","Drama, Thriller",6.4,45,39302,"Joseph Ruben","Macaulay Culkin","$44.59M"
"833",33,"The Beverly Hillbillies","92 min","Comedy, Family",5,37,17968,"Penelope Spheeris","Diedrich Bader","$44.03M"
"834",34,"Teenage Mutant Ninja Turtles III","96 min","Action, Adventure, Comedy",4.8,40,32071,"Stuart Gillard","Elias Koteas","$42.66M"
"835",35,"Homeward Bound: The Incredible Journey","84 min","Adventure, Comedy, Drama",7,NA,44162,"Duwayne Dunham","Michael J. Fox","$41.83M"
"836",36,"Falling Down","113 min","Action, Crime, Drama",7.6,56,179703,"Joel Schumacher","Michael Douglas","$40.90M"
"837",37,"The Piano","121 min","Drama, Music, Romance",7.6,89,82024,"Jane Campion","Holly Hunter","$40.16M"
"838",38,"Hocus Pocus","96 min","Comedy, Family, Fantasy",6.9,43,107229,"Kenny Ortega","Bette Midler","$39.51M"
"839",39,"What's Love Got to Do with It","118 min","Biography, Drama, Music",7.3,76,19762,"Brian Gibson","Angela Bassett","$39.10M"
"840",40,"Hot Shots! Part Deux","86 min","Action, Comedy",6.6,64,87440,"Jim Abrahams","Charlie Sheen","$38.91M"
"841",41,"Carlito's Way","144 min","Crime, Drama, Thriller",7.9,65,208045,"Brian De Palma","Al Pacino","$36.95M"
"842",42,"Alive","120 min","Biography, Drama, Thriller",7.1,56,53293,"Frank Marshall","Ethan Hawke","$36.73M"
"843",43,"Son in Law","95 min","Comedy, Drama, Romance",5.8,33,19388,"Steve Rash","Pauly Shore","$36.45M"
"844",44,"Sliver","107 min","Drama, Thriller",5.1,38,30280,"Phillip Noyce","Sharon Stone","$36.30M"
"845",45,"Robin Hood: Men in Tights","104 min","Adventure, Comedy, Musical",6.7,44,120430,"Mel Brooks","Cary Elwes","$35.74M"
"846",46,"Dragon","120 min","Action, Biography, Drama",7,69,30266,"Rob Cohen","Jason Scott Lee","$35.11M"
"847",47,"The Joy Luck Club","139 min","Drama",7.7,84,15930,"Wayne Wang","Tamlyn Tomita","$32.86M"
"848",48,"Hard Target","97 min","Action, Adventure, Drama",6.2,63,48469,"John Woo","Jean-Claude Van Damme","$32.59M"
"849",49,"The Sandlot","101 min","Comedy, Drama, Family",7.8,55,84396,"David Mickey Evans","Tom Guiry","$32.42M"
"850",50,"The Age of Innocence","139 min","Drama, Romance",7.2,90,56483,"Martin Scorsese","Daniel Day-Lewis","$32.20M"
"851",1,"The Lion King","88 min","Animation, Adventure, Drama",8.5,88,982075,"Roger Allers","Matthew Broderick","$422.78M"
"852",2,"Forrest Gump","142 min","Drama, Romance",8.8,82,1901442,"Robert Zemeckis","Tom Hanks","$330.25M"
"853",3,"True Lies","141 min","Action, Comedy, Thriller",7.2,63,247145,"James Cameron","Arnold Schwarzenegger","$146.28M"
"854",4,"The Santa Clause","97 min","Comedy, Drama, Family",6.5,57,103652,"John Pasquin","Tim Allen","$144.83M"
"855",5,"The Flintstones","91 min","Comedy, Family, Fantasy",4.9,38,78503,"Brian Levant","John Goodman","$130.51M"
"856",6,"Dumb and Dumber","107 min","Comedy",7.3,41,365907,"Peter Farrelly","Jim Carrey","$127.18M"
"857",7,"Clear and Present Danger","141 min","Action, Crime, Drama",6.9,74,94501,"Phillip Noyce","Harrison Ford","$122.19M"
"858",8,"Speed","116 min","Action, Adventure, Thriller",7.2,78,344064,"Jan de Bont","Keanu Reeves","$121.25M"
"859",9,"The Mask","101 min","Action, Comedy, Crime",6.9,56,361973,"Chuck Russell","Jim Carrey","$119.94M"
"860",10,"Pulp Fiction","154 min","Crime, Drama",8.9,94,1905347,"Quentin Tarantino","John Travolta","$107.93M"
"861",11,"Interview with the Vampire: The Vampire Chronicles","123 min","Drama, Horror",7.5,59,303716,"Neil Jordan","Brad Pitt","$105.26M"
"862",12,"Maverick","127 min","Action, Adventure, Comedy",7,62,106701,"Richard Donner","Mel Gibson","$101.63M"
"863",13,"The Client","119 min","Crime, Drama, Mystery",6.7,65,63360,"Joel Schumacher","Susan Sarandon","$92.12M"
"864",14,"Disclosure","128 min","Drama, Thriller",6.1,58,48298,"Barry Levinson","Michael Douglas","$83.02M"
"865",15,"Star Trek: Generations","118 min","Action, Adventure, Mystery",6.6,55,79021,"David Carson","Patrick Stewart","$75.67M"
"866",16,"Ace Ventura: Pet Detective","86 min","Comedy",6.9,37,286773,"Tom Shadyac","Jim Carrey","$72.22M"
"867",17,"Stargate","116 min","Action, Adventure, Sci-Fi",7.1,42,182089,"Roland Emmerich","Kurt Russell","$71.57M"
"868",18,"Legends of the Fall","133 min","Drama, Romance, War",7.5,45,156122,"Edward Zwick","Brad Pitt","$66.64M"
"869",19,"Wolf","125 min","Drama, Horror, Romance",6.2,NA,54449,"Mike Nichols","Jack Nicholson","$65.01M"
"870",20,"The Specialist","110 min","Action, Drama, Thriller",5.6,NA,64218,"Luis Llosa","Sylvester Stallone","$57.36M"
"871",21,"Four Weddings and a Funeral","117 min","Comedy, Drama, Romance",7.1,81,145291,"Mike Newell","Hugh Grant","$52.70M"
"872",22,"The Little Rascals","82 min","Comedy, Family, Romance",6.3,45,46328,"Penelope Spheeris","Travis Tedford","$51.76M"
"873",23,"Naked Gun 33 1/3: The Final Insult","83 min","Comedy, Crime",6.5,63,100761,"Peter Segal","Leslie Nielsen","$51.13M"
"874",24,"The Crow","102 min","Action, Drama, Fantasy",7.6,71,172803,"Alex Proyas","Brandon Lee","$50.69M"
"875",25,"Natural Born Killers","118 min","Action, Crime, Drama",7.3,74,224205,"Oliver Stone","Woody Harrelson","$50.28M"
"876",26,"Angels in the Outfield","102 min","Comedy, Family, Fantasy",6.2,44,30652,"William Dear","Danny Glover","$50.24M"
"877",27,"Little Women","115 min","Drama, Family, Romance",7.3,87,54886,"Gillian Armstrong","Susan Sarandon","$50.08M"
"878",28,"When a Man Loves a Woman","126 min","Drama, Romance",6.6,NA,21219,"Luis Mandoki","Meg Ryan","$50.02M"
"879",29,"The River Wild","111 min","Adventure, Crime, Thriller",6.4,63,44025,"Curtis Hanson","Meryl Streep","$46.82M"
"880",30,"D2: The Mighty Ducks","106 min","Comedy, Drama, Family",6.1,NA,39022,"Sam Weisman","Emilio Estevez","$45.61M"
"881",31,"Timecop","99 min","Action, Crime, Sci-Fi",5.9,48,57796,"Peter Hyams","Jean-Claude Van Damme","$44.85M"
"882",32,"The Jungle Book","111 min","Adventure, Family, Romance",6,63,17281,"Stephen Sommers","Jason Scott Lee","$44.34M"
"883",33,"City Slickers II: The Legend of Curly's Gold","116 min","Comedy",5.6,43,18972,"Paul Weiland","Billy Crystal","$43.62M"
"884",34,"Beverly Hills Cop III","104 min","Action, Comedy, Crime",5.6,16,79079,"John Landis","Eddie Murphy","$42.61M"
"885",35,"Nobody's Fool","110 min","Comedy, Drama",7.4,86,19534,"Robert Benton","Paul Newman","$39.49M"
"886",36,"The Paper","112 min","Comedy, Drama",6.7,70,13654,"Ron Howard","Michael Keaton","$38.82M"
"887",37,"On Deadly Ground","101 min","Action, Adventure, Thriller",4.6,33,23178,"Steven Seagal","Steven Seagal","$38.59M"
"888",38,"Richie Rich","95 min","Comedy, Family",5.4,49,66491,"Donald Petrie","Macaulay Culkin","$38.09M"
"889",39,"It Could Happen to You","101 min","Comedy, Drama, Romance",6.4,64,37747,"Andrew Bergman","Nicolas Cage","$37.80M"
"890",40,"Junior","109 min","Comedy, Romance, Sci-Fi",4.7,59,67030,"Ivan Reitman","Arnold Schwarzenegger","$36.76M"
"891",41,"Nell","112 min","Drama",6.5,60,28418,"Michael Apted","Jodie Foster","$33.68M"
"892",42,"Street Fighter","102 min","Action, Adventure, Comedy",4,NA,69343,"Steven E. de Souza","Jean-Claude Van Damme","$33.42M"
"893",43,"The Shadow","108 min","Action, Adventure, Crime",6.1,50,24566,"Russell Mulcahy","Alec Baldwin","$32.06M"
"894",44,"I Love Trouble","123 min","Action, Comedy, Romance",5.3,NA,11837,"Charles Shyer","Nick Nolte","$30.81M"
"895",45,"Major League II","105 min","Comedy, Sport",5.6,NA,25850,"David S. Ward","Charlie Sheen","$30.63M"
"896",46,"Blank Check","93 min","Comedy, Crime, Family",5.3,42,19941,"Rupert Wainwright","Brian Bonsall","$30.58M"
"897",47,"Blown Away","121 min","Action, Crime, Drama",6.2,NA,29708,"Stephen Hopkins","Jeff Bridges","$30.16M"
"898",48,"A Low Down Dirty Shame","108 min","Action, Comedy, Crime",6,NA,6966,"Keenen Ivory Wayans","Keenen Ivory Wayans","$29.39M"
"899",49,"In the Army Now","91 min","Comedy, War",5,NA,13205,"Daniel Petrie Jr.","Pauly Shore","$28.86M"
"900",50,"Drop Zone","101 min","Action, Adventure, Thriller",5.6,NA,19884,"John Badham","Wesley Snipes","$28.72M"
"901",1,"Toy Story","81 min","Animation, Adventure, Comedy",8.3,95,925594,"John Lasseter","Tom Hanks","$191.80M"
"902",2,"Batman Forever","121 min","Action, Adventure",5.4,51,241121,"Joel Schumacher","Val Kilmer","$184.03M"
"903",3,"Apollo 13","140 min","Adventure, Drama, History",7.6,77,280226,"Ron Howard","Tom Hanks","$173.84M"
"904",4,"Pocahontas","81 min","Animation, Adventure, Drama",6.7,58,177083,"Mike Gabriel","Mel Gibson","$141.60M"
"905",5,"Ace Ventura: When Nature Calls","90 min","Adventure, Comedy, Crime",6.4,45,208442,"Steve Oedekerk","Jim Carrey","$108.39M"
"906",6,"GoldenEye","130 min","Action, Adventure, Thriller",7.2,65,245200,"Martin Campbell","Pierce Brosnan","$106.60M"
"907",7,"Jumanji","104 min","Adventure, Comedy, Family",7,39,322440,"Joe Johnston","Robin Williams","$100.48M"
"908",8,"Casper","100 min","Comedy, Family, Fantasy",6.1,49,126569,"Brad Silberling","Bill Pullman","$100.33M"
"909",9,"Se7en","127 min","Crime, Drama, Mystery",8.6,65,1513787,"David Fincher","Morgan Freeman","$100.13M"
"910",10,"Die Hard with a Vengeance","128 min","Action, Adventure, Thriller",7.6,58,373111,"John McTiernan","Bruce Willis","$100.01M"
"911",11,"Crimson Tide","116 min","Action, Drama, Thriller",7.3,66,106693,"Tony Scott","Gene Hackman","$91.40M"
"912",12,"Waterworld","135 min","Action, Adventure, Sci-Fi",6.2,56,187797,"Kevin Reynolds","Kevin Costner","$88.25M"
"913",13,"Dangerous Minds","99 min","Biography, Drama",6.5,47,50759,"John N. Smith","Michelle Pfeiffer","$84.92M"
"914",14,"Mr. Holland's Opus","143 min","Drama, Music",7.3,59,37084,"Stephen Herek","Richard Dreyfuss","$82.57M"
"915",15,"While You Were Sleeping","103 min","Comedy, Drama, Romance",6.7,67,95989,"Jon Turteltaub","Sandra Bullock","$81.06M"
"916",16,"Congo","109 min","Action, Adventure, Mystery",5.2,22,44348,"Frank Marshall","Laura Linney","$81.02M"
"917",17,"Father of the Bride Part II","106 min","Comedy, Family, Romance",6.1,49,36286,"Charles Shyer","Steve Martin","$76.59M"
"918",18,"Braveheart","178 min","Biography, Drama, History",8.3,68,987479,"Mel Gibson","Mel Gibson","$75.60M"
"919",19,"Get Shorty","105 min","Comedy, Crime, Thriller",6.9,82,80407,"Barry Sonnenfeld","Gene Hackman","$72.08M"
"920",20,"The Bridges of Madison County","135 min","Drama, Romance",7.6,69,76751,"Clint Eastwood","Clint Eastwood","$71.52M"
"921",21,"Mortal Kombat","101 min","Action, Adventure, Fantasy",5.8,60,114029,"Paul W.S. Anderson","Christopher Lambert","$70.45M"
"922",22,"Grumpier Old Men","101 min","Comedy, Romance",6.7,46,25622,"Howard Deutch","Walter Matthau","$69.87M"
"923",23,"Nine Months","103 min","Comedy, Romance",5.5,47,36116,"Chris Columbus","Hugh Grant","$69.70M"
"924",24,"Outbreak","127 min","Action, Drama, Thriller",6.6,64,124563,"Wolfgang Petersen","Dustin Hoffman","$67.82M"
"925",25,"Heat","170 min","Crime, Drama, Thriller",8.2,76,605076,"Michael Mann","Al Pacino","$67.44M"
"926",26,"Waiting to Exhale","124 min","Comedy, Drama, Romance",6,NA,10338,"Forest Whitaker","Whitney Houston","$67.05M"
"927",27,"Babe","91 min","Comedy, Drama, Family",6.8,83,120590,"Chris Noonan","James Cromwell","$66.60M"
"928",28,"Bad Boys","119 min","Action, Comedy, Crime",6.9,41,249955,"Michael Bay","Will Smith","$65.81M"
"929",29,"The American President","114 min","Comedy, Drama, Romance",6.8,67,55069,"Rob Reiner","Michael Douglas","$65.00M"
"930",30,"Species","108 min","Action, Horror, Sci-Fi",5.8,49,77717,"Roger Donaldson","Natasha Henstridge","$60.07M"
"931",31,"12 Monkeys","129 min","Mystery, Sci-Fi, Thriller",8,74,595301,"Terry Gilliam","Bruce Willis","$57.14M"
"932",32,"Clueless","97 min","Comedy, Romance",6.9,68,197265,"Amy Heckerling","Alicia Silverstone","$56.63M"
"933",33,"Sabrina","127 min","Comedy, Drama, Romance",6.3,56,38626,"Sydney Pollack","Harrison Ford","$53.67M"
"934",34,"Something to Talk About","106 min","Comedy, Drama, Romance",5.7,62,14727,"Lasse Hallström","Julia Roberts","$50.89M"
"935",35,"The Net","114 min","Action, Crime, Drama",5.9,51,63562,"Irwin Winkler","Sandra Bullock","$50.73M"
"936",36,"Under Siege 2: Dark Territory","100 min","Action, Adventure, Thriller",5.5,52,45351,"Geoff Murphy","Steven Seagal","$50.02M"
"937",37,"A Walk in the Clouds","102 min","Drama, Romance",6.7,54,32875,"Alfonso Arau","Keanu Reeves","$50.01M"
"938",38,"The Brady Bunch Movie","90 min","Comedy",6.1,54,21454,"Betty Thomas","Shelley Long","$46.58M"
"939",39,"Sense and Sensibility","136 min","Drama, Romance",7.7,84,108909,"Ang Lee","Emma Thompson","$43.18M"
"940",40,"Casino","178 min","Crime, Drama",8.2,73,487096,"Martin Scorsese","Robert De Niro","$42.44M"
"941",41,"Man of the House","96 min","Comedy, Family",5.2,NA,9295,"James Orr","Chevy Chase","$40.07M"
"942",42,"Dead Man Walking","122 min","Crime, Drama",7.5,80,91698,"Tim Robbins","Susan Sarandon","$39.39M"
"943",43,"French Kiss","111 min","Comedy, Drama, Romance",6.6,50,48496,"Lawrence Kasdan","Meg Ryan","$38.90M"
"944",44,"Higher Learning","127 min","Crime, Drama, Thriller",6.5,54,19100,"John Singleton","Omar Epps","$38.29M"
"945",45,"Mighty Morphin Power Rangers: The Movie","95 min","Action, Adventure, Family",5.2,40,26391,"Bryan Spicer","Karan Ashley","$38.19M"
"946",46,"First Knight","134 min","Action, Adventure, Drama",6,57,70534,"Jerry Zucker","Sean Connery","$37.60M"
"947",47,"Just Cause","102 min","Action, Crime, Drama",6.4,48,25983,"Arne Glimcher","Sean Connery","$36.85M"
"948",48,"To Wong Foo, Thanks for Everything! Julie Newmar","109 min","Comedy, Drama",6.6,60,30451,"Beeban Kidron","Wesley Snipes","$36.47M"
"949",49,"The Indian in the Cupboard","96 min","Drama, Family, Fantasy",6,58,27576,"Frank Oz","Hal Scardino","$35.62M"
"950",50,"A Goofy Movie","78 min","Animation, Adventure, Comedy",6.9,NA,49361,"Kevin Lima","Bill Farmer","$35.35M"
"951",1,"Independence Day","145 min","Action, Adventure, Sci-Fi",7,59,548805,"Roland Emmerich","Will Smith","$306.17M"
"952",2,"Twister","113 min","Action, Adventure, Thriller",6.4,68,186508,"Jan de Bont","Helen Hunt","$241.72M"
"953",3,"Mission: Impossible","110 min","Action, Adventure, Thriller",7.1,59,402071,"Brian De Palma","Tom Cruise","$180.98M"
"954",4,"Jerry Maguire","139 min","Comedy, Drama, Romance",7.3,77,251825,"Cameron Crowe","Tom Cruise","$153.95M"
"955",5,"Ransom","121 min","Action, Crime, Thriller",6.7,60,122493,"Ron Howard","Mel Gibson","$136.49M"
"956",6,"101 Dalmatians","103 min","Adventure, Comedy, Crime",5.7,49,107565,"Stephen Herek","Glenn Close","$136.19M"
"957",7,"The Rock","136 min","Action, Adventure, Thriller",7.4,58,322643,"Michael Bay","Sean Connery","$134.07M"
"958",8,"The Nutty Professor","95 min","Comedy, Romance, Sci-Fi",5.6,62,113502,"Tom Shadyac","Eddie Murphy","$128.81M"
"959",9,"The Birdcage","117 min","Comedy",7.1,72,84319,"Mike Nichols","Robin Williams","$124.06M"
"960",10,"A Time to Kill","149 min","Crime, Drama, Thriller",7.5,54,140206,"Joel Schumacher","Matthew McConaughey","$108.77M"
"961",11,"The First Wives Club","103 min","Comedy",6.4,58,45829,"Hugh Wilson","Goldie Hawn","$105.49M"
"962",12,"Phenomenon","123 min","Drama, Fantasy, Romance",6.4,41,76768,"Jon Turteltaub","John Travolta","$104.64M"
"963",13,"Scream","111 min","Horror, Mystery",7.3,65,300246,"Wes Craven","Neve Campbell","$103.05M"
"964",14,"Eraser","115 min","Action, Drama, Thriller",6.1,56,106849,"Chuck Russell","Arnold Schwarzenegger","$101.30M"
"965",15,"The Hunchback of Notre Dame","91 min","Animation, Drama, Family",7,74,148145,"Gary Trousdale","Demi Moore","$100.14M"
"966",16,"Michael","105 min","Comedy, Drama, Fantasy",5.7,38,42155,"Nora Ephron","John Travolta","$95.32M"
"967",17,"Star Trek: First Contact","111 min","Action, Adventure, Drama",7.6,71,121231,"Jonathan Frakes","Patrick Stewart","$92.00M"
"968",18,"Space Jam","88 min","Animation, Adventure, Comedy",6.5,59,188644,"Joe Pytka","Michael Jordan","$90.46M"
"969",19,"The English Patient","162 min","Drama, Romance, War",7.4,87,183908,"Anthony Minghella","Ralph Fiennes","$78.65M"
"970",20,"Broken Arrow","108 min","Action, Adventure, Thriller",6.1,61,94284,"John Woo","John Travolta","$70.77M"
"971",21,"Beavis and Butt-Head Do America","81 min","Animation, Adventure, Comedy",6.8,64,53590,"Mike Judge","Mike Judge","$63.07M"
"972",22,"Jingle All the Way","89 min","Adventure, Comedy, Family",5.6,34,96208,"Brian Levant","Arnold Schwarzenegger","$60.57M"
"973",23,"The Cable Guy","96 min","Comedy, Drama, Thriller",6.1,56,158672,"Ben Stiller","Jim Carrey","$60.24M"
"974",24,"Courage Under Fire","116 min","Action, Drama, Mystery",6.6,77,52363,"Edward Zwick","Denzel Washington","$59.03M"
"975",25,"Jack","113 min","Comedy, Drama, Fantasy",5.8,31,58944,"Francis Ford Coppola","Robin Williams","$58.62M"
"976",26,"Executive Decision","133 min","Action, Adventure, Thriller",6.4,62,53218,"Stuart Baird","Kurt Russell","$56.57M"
